Sector,Camera,CCD,RA_center,DEC_center,ROTATION,RA_corner1,DEC_corner1,RA_corner2,DEC_corner2,RA_corner3,DEC_corner3,RA_corner4,DEC_corner4
19,2,4,83.78540703136906,58.86650187788758,-0.9721631932653448,73.33399669739478,52.694195495387305,69.81467494142089,64.45979846089652,98.1010471131138,63.941425925914494,92.89902955590445,52.776502115082934
19,3,1,22.703845468515198,76.99020607377463,55.82636847138615,27.040371954630523,69.1447814593034,353.07677574213653,73.04163653705783,2.3102683433193256,85.17553243870644,59.904472786060346,76.21126083214585
19,3,2,92.84677774081904,82.71600262334543,-10.927801899418496,60.540997830259826,76.26296996174472,2.801699849505681,85.3332121729626,161.7207228924457,82.24501700203116,110.13150211920262,75.39057170069903
19,3,3,241.82979071296398,84.51258639089897,17.36369969687903,224.95359119883673,76.96932242793113,163.69878785284692,82.27853008589959,359.4412860978685,85.38700660339231,281.47470005300596,78.01075937670758
19,3,4,323.7722189129367,77.91775428410104,-62.626316779327645,282.2117551304642,77.96415862719986,359.216553994462,85.22414958211306,352.2129359522776,73.05033663481818,316.2479849557038,70.23701646062561
19,4,1,292.0344913252072,69.96045992322084,146.55659467324645,315.4477964034277,70.1133169971365,296.13349312088377,61.63543837159394,270.2751453274171,66.62925391561242,282.0763700569235,78.04633026995431
19,4,2,252.8907747216613,73.13538764338996,-175.13882081630467,281.347102189944,78.11938592005583,269.8740709995387,66.67408994642096,239.10315695914724,66.07664528560696,225.20313189507743,76.75324566053672
19,4,3,254.7128479014827,60.824296347780724,1.6255684086828768,245.23142488462548,54.69719720019132,239.30291046320434,65.80148481282241,269.7066644658958,66.38192138282436,265.7079935635889,54.646711946731095
19,4,4,279.48672660493105,58.83416098377549,-18.990304741909924,265.98778380085326,54.62382074362118,270.12947956573737,66.34947290231429,295.7944053149644,61.4089406393939,285.0336806426172,51.548815217747894
20,1,1,120.17818577249793,45.11913977766479,164.06845377963924,130.6749391039384,48.53134148899826,125.59133488514254,37.65185886346575,110.23948786937561,40.44700307793868,113.01025495577973,52.200009513048016
20,1,2,102.26250302772783,47.06333628229697,177.8421723900222,112.73202711256994,52.22164595501364,110.01428024316442,40.46163814791875,93.86978810087764,41.06285245722087,93.32402312675897,52.542626116197304
20,1,3,101.45272603691598,34.78182033800851,-3.5250290645429887,94.61635066492771,29.345373484092537,93.87826729000588,40.817010941868105,109.96123554008169,40.20681309186575,108.07051074377655,28.39807919577769
20,1,4,116.47062887004897,33.14584694870347,-11.142111565828676,108.26763719056018,28.375108880083477,110.18460669964823,40.17942317928032,125.48732656644496,37.40659450270383,121.4064427987161,26.447778312947907
