Name,Dist,RA,DEC,RA_Corner1,DEC_Corner1,RA_Corner2,DEC_Corner2,RA_Corner3,DEC_Corner3,RA_Corner4,DEC_Corner4
skycell.0656.000,7.28130771922762,97.50672601304916,-31.809131984969,97.72457324015116,-32.026770878733004,97.72457324015116,-31.591423646759,97.28887878594716,-31.591423646759,97.28887878594716,-32.026770878733004
skycell.0656.001,7.523500620368067,97.10436489292516,-31.809131984969,97.32221212002716,-32.026770878733004,97.32221212002716,-31.591423646759,96.88651766582316,-31.591423646759,96.88651766582316,-32.026770878733004
skycell.0656.002,7.772297704907098,96.70200377280116,-31.809131984969,96.91985099990316,-32.026770878733004,96.91985099990316,-31.591423646759,96.48415654569916,-31.591423646759,96.48415654569916,-32.026770878733004
skycell.0656.003,8.027081165621619,96.29964265267716,-31.809131984969,96.51748987977916,-32.026770878733004,96.51748987977916,-31.591423646759,96.08179542557517,-31.591423646759,96.08179542557517,-32.026770878733004
skycell.0656.004,8.287295047185259,95.89728153255317,-31.809131984969,96.11512875965516,-32.026770878733004,96.11512875965516,-31.591423646759,95.67943430545115,-31.591423646759,95.67943430545115,-32.026770878733004
skycell.0656.005,8.552439763660283,95.49492041242917,-31.809131984969,95.71276763953117,-32.026770878733004,95.71276763953117,-31.591423646759,95.27707318532715,-31.591423646759,95.27707318532715,-32.026770878733004
skycell.0656.006,8.822066734580316,95.09255929230515,-31.809131984969,95.31040651940717,-32.026770878733004,95.31040651940717,-31.591423646759,94.87471206520316,-31.591423646759,94.87471206520316,-32.026770878733004
skycell.0656.007,9.095773284216552,94.69019817218116,-31.809131984969,94.90804539928315,-32.026770878733004,94.90804539928315,-31.591423646759,94.47235094507916,-31.591423646759,94.47235094507916,-32.026770878733004
skycell.0656.010,7.574359166203089,97.50672601304916,-31.407118087075,97.72457324015116,-31.624756980839,97.72457324015116,-31.189409748865,97.28887878594716,-31.189409748865,97.28887878594716,-31.624756980839
skycell.0656.011,7.808511427979124,97.10436489292516,-31.407118087075,97.32221212002716,-31.624756980839,97.32221212002716,-31.189409748865,96.88651766582316,-31.189409748865,96.88651766582316,-31.624756980839
skycell.0656.012,8.049578822435054,96.70200377280116,-31.407118087075,96.91985099990316,-31.624756980839,96.91985099990316,-31.189409748865,96.48415654569916,-31.189409748865,96.48415654569916,-31.624756980839
skycell.0656.013,8.296955010390196,96.29964265267716,-31.407118087075,96.51748987977916,-31.624756980839,96.51748987977916,-31.189409748865,96.08179542557517,-31.189409748865,96.08179542557517,-31.624756980839
skycell.0656.014,8.550088717460117,95.89728153255317,-31.407118087075,96.11512875965516,-31.624756980839,96.11512875965516,-31.189409748865,95.67943430545115,-31.189409748865,95.67943430545115,-31.624756980839
skycell.0656.015,8.80847979463924,95.49492041242917,-31.407118087075,95.71276763953117,-31.624756980839,95.71276763953117,-31.189409748865,95.27707318532715,-31.189409748865,95.27707318532715,-31.624756980839
skycell.0656.016,9.07167513555292,95.09255929230515,-31.407118087075,95.31040651940717,-31.624756980839,95.31040651940717,-31.189409748865,94.87471206520316,-31.189409748865,94.87471206520316,-31.624756980839
