Name,Dist,RA,DEC,RA_Corner1,DEC_Corner1,RA_Corner2,DEC_Corner2,RA_Corner3,DEC_Corner3,RA_Corner4,DEC_Corner4
skycell.2431.090,8.857700441890596,196.21169532595536,59.822395874155,196.42968144194936,59.603298647025,196.42968144194936,60.041562545731,195.99370920996137,60.041562545731,195.99370920996137,59.603298647025
skycell.2431.091,8.884425260051678,195.80905642804737,59.822395874155,196.02704254404136,59.603298647025,196.02704254404136,60.041562545731,195.59107031205335,60.041562545731,195.59107031205335,59.603298647025
skycell.2431.092,8.914416461667184,195.40641753013935,59.822395874155,195.62440364613337,59.603298647025,195.62440364613337,60.041562545731,195.18843141414536,60.041562545731,195.18843141414536,59.603298647025
skycell.2431.093,8.947639999757843,195.0037786322314,59.822395874155,195.22176474822535,59.603298647025,195.22176474822535,60.041562545731,194.78579251623736,60.041562545731,194.78579251623736,59.603298647025
skycell.2431.094,8.984058683687735,194.60113973432337,59.822395874155,194.81912585031736,59.603298647025,194.81912585031736,60.041562545731,194.38315361832937,60.041562545731,194.38315361832937,59.603298647025
skycell.2431.095,9.023632369442652,194.19850083641535,59.822395874155,194.41648695240937,59.603298647025,194.41648695240937,60.041562545731,193.98051472042135,60.041562545731,193.98051472042135,59.603298647025
skycell.2431.096,9.066318159487233,193.7958619385074,59.822395874155,194.01384805450135,59.603298647025,194.01384805450135,60.041562545731,193.57787582251336,60.041562545731,193.57787582251336,59.603298647025
skycell.2431.097,9.112070610034031,193.39322304059937,59.822395874155,193.61120915659336,59.603298647025,193.61120915659336,60.041562545731,193.17523692460537,60.041562545731,193.17523692460537,59.603298647025
skycell.2431.098,9.160841943578484,192.99058414269135,59.822395874155,193.20857025868537,59.603298647025,193.20857025868537,60.041562545731,192.77259802669735,60.041562545731,192.77259802669735,59.603298647025
skycell.2431.099,9.212582264613543,192.58794524478336,59.822395874155,192.80593136077735,59.603298647025,192.80593136077735,60.041562545731,192.36995912878936,60.041562545731,192.36995912878936,59.603298647025
skycell.2432.086,9.201285998527961,200.99585888674957,59.417465309529,201.21384500274357,59.198368082399,201.21384500274357,59.636631981105,200.77787277075555,59.636631981105,200.77787277075555,59.198368082399
