Name,Value
skycell.2302.080,0
skycell.2302.081,1
skycell.2302.082,2
skycell.2302.083,3
skycell.2302.084,4
skycell.2302.090,5
skycell.2302.091,6
skycell.2302.092,7
skycell.2302.093,8
skycell.2302.094,9
skycell.2302.095,10
skycell.2302.096,11
skycell.2302.097,12
skycell.2302.098,13
skycell.2303.083,14
skycell.2303.084,15
skycell.2303.085,16
skycell.2303.086,17
skycell.2303.087,18
skycell.2303.088,19
skycell.2303.089,20
skycell.2303.090,21
skycell.2303.091,22
skycell.2303.092,23
skycell.2303.093,24
skycell.2303.094,25
skycell.2303.095,26
skycell.2303.096,27
skycell.2303.097,28
skycell.2303.098,29
skycell.2303.099,30
skycell.2304.099,31
skycell.2359.060,32
skycell.2359.070,33
skycell.2359.071,34
skycell.2359.080,35
skycell.2359.081,36
skycell.2359.082,37
skycell.2359.090,38
skycell.2359.091,39
skycell.2359.092,40
skycell.2359.093,41
skycell.2360.000,42
skycell.2360.001,43
skycell.2360.010,44
skycell.2360.011,45
skycell.2360.012,46
skycell.2360.013,47
skycell.2360.020,48
skycell.2360.021,49
skycell.2360.022,50
skycell.2360.023,51
skycell.2360.024,52
skycell.2360.025,53
skycell.2360.030,54
skycell.2360.031,55
skycell.2360.032,56
skycell.2360.033,57
skycell.2360.034,58
skycell.2360.035,59
skycell.2360.036,60
skycell.2360.040,61
skycell.2360.041,62
skycell.2360.042,63
skycell.2360.043,64
skycell.2360.044,65
skycell.2360.045,66
skycell.2360.046,67
skycell.2360.047,68
skycell.2360.050,69
skycell.2360.051,70
skycell.2360.052,71
skycell.2360.053,72
skycell.2360.054,73
skycell.2360.055,74
skycell.2360.056,75
skycell.2360.057,76
skycell.2360.058,77
skycell.2360.060,78
skycell.2360.061,79
skycell.2360.062,80
skycell.2360.063,81
skycell.2360.064,82
skycell.2360.065,83
skycell.2360.066,84
skycell.2360.067,85
skycell.2360.068,86
skycell.2360.069,87
skycell.2360.070,88
skycell.2360.071,89
skycell.2360.072,90
skycell.2360.073,91
skycell.2360.074,92
skycell.2360.075,93
skycell.2360.076,94
skycell.2360.077,95
skycell.2360.078,96
skycell.2360.079,97
skycell.2360.080,98
skycell.2360.081,99
skycell.2360.082,100
skycell.2360.083,101
skycell.2360.084,102
skycell.2360.085,103
skycell.2360.086,104
skycell.2360.087,105
skycell.2360.088,106
skycell.2360.089,107
skycell.2360.090,108
skycell.2360.091,109
skycell.2360.092,110
skycell.2360.093,111
skycell.2360.094,112
skycell.2360.095,113
skycell.2360.096,114
skycell.2360.097,115
skycell.2360.098,116
skycell.2360.099,117
skycell.2361.000,118
skycell.2361.001,119
skycell.2361.002,120
skycell.2361.003,121
skycell.2361.004,122
skycell.2361.005,123
skycell.2361.006,124
skycell.2361.007,125
skycell.2361.008,126
skycell.2361.009,127
skycell.2361.010,128
skycell.2361.011,129
skycell.2361.012,130
skycell.2361.013,131
skycell.2361.014,132
skycell.2361.015,133
skycell.2361.016,134
skycell.2361.017,135
skycell.2361.018,136
skycell.2361.019,137
skycell.2361.020,138
skycell.2361.021,139
skycell.2361.022,140
skycell.2361.023,141
skycell.2361.024,142
skycell.2361.025,143
skycell.2361.026,144
skycell.2361.027,145
skycell.2361.028,146
skycell.2361.029,147
skycell.2361.030,148
skycell.2361.031,149
skycell.2361.032,150
skycell.2361.033,151
skycell.2361.034,152
skycell.2361.035,153
skycell.2361.036,154
skycell.2361.037,155
skycell.2361.038,156
skycell.2361.039,157
skycell.2361.040,158
skycell.2361.041,159
skycell.2361.042,160
skycell.2361.043,161
skycell.2361.044,162
skycell.2361.045,163
skycell.2361.046,164
skycell.2361.047,165
skycell.2361.048,166
skycell.2361.049,167
skycell.2361.050,168
skycell.2361.051,169
skycell.2361.052,170
skycell.2361.053,171
skycell.2361.054,172
skycell.2361.055,173
skycell.2361.056,174
skycell.2361.057,175
skycell.2361.058,176
skycell.2361.059,177
skycell.2361.060,178
skycell.2361.061,179
skycell.2361.062,180
skycell.2361.063,181
skycell.2361.064,182
skycell.2361.065,183
skycell.2361.066,184
skycell.2361.067,185
skycell.2361.068,186
skycell.2361.069,187
skycell.2361.070,188
skycell.2361.071,189
skycell.2361.072,190
skycell.2361.073,191
skycell.2361.074,192
skycell.2361.075,193
skycell.2361.076,194
skycell.2361.077,195
skycell.2361.078,196
skycell.2361.079,197
skycell.2361.080,198
skycell.2361.081,199
skycell.2361.082,200
skycell.2361.083,201
skycell.2361.084,202
skycell.2361.085,203
skycell.2361.086,204
skycell.2361.087,205
