Name,Value
skycell.1340.070,0
skycell.1340.071,1
skycell.1340.080,2
skycell.1340.081,3
skycell.1340.082,4
skycell.1340.083,5
skycell.1340.090,6
skycell.1340.091,7
skycell.1340.092,8
skycell.1340.093,9
skycell.1340.094,10
skycell.1341.050,11
skycell.1341.051,12
skycell.1341.052,13
skycell.1341.053,14
skycell.1341.054,15
skycell.1341.055,16
skycell.1341.060,17
skycell.1341.061,18
skycell.1341.062,19
skycell.1341.063,20
skycell.1341.064,21
skycell.1341.065,22
skycell.1341.066,23
skycell.1341.067,24
skycell.1341.068,25
skycell.1341.069,26
skycell.1341.070,27
skycell.1341.071,28
skycell.1341.072,29
skycell.1341.073,30
skycell.1341.074,31
skycell.1341.075,32
skycell.1341.076,33
skycell.1341.077,34
skycell.1341.078,35
skycell.1341.079,36
skycell.1341.080,37
skycell.1341.081,38
skycell.1341.082,39
skycell.1341.083,40
skycell.1341.084,41
skycell.1341.085,42
skycell.1341.086,43
skycell.1341.087,44
skycell.1341.088,45
skycell.1341.089,46
skycell.1341.090,47
skycell.1341.091,48
skycell.1341.092,49
skycell.1341.093,50
skycell.1341.094,51
skycell.1341.095,52
skycell.1341.096,53
skycell.1341.097,54
skycell.1341.098,55
skycell.1341.099,56
skycell.1342.056,57
skycell.1342.057,58
skycell.1342.058,59
skycell.1342.059,60
skycell.1342.063,61
skycell.1342.064,62
skycell.1342.065,63
skycell.1342.066,64
skycell.1342.067,65
skycell.1342.068,66
skycell.1342.069,67
skycell.1342.070,68
skycell.1342.071,69
skycell.1342.072,70
skycell.1342.073,71
skycell.1342.074,72
skycell.1342.075,73
skycell.1342.076,74
skycell.1342.077,75
skycell.1342.078,76
skycell.1342.079,77
skycell.1342.080,78
skycell.1342.081,79
skycell.1342.082,80
skycell.1342.083,81
skycell.1342.084,82
skycell.1342.085,83
skycell.1342.086,84
skycell.1342.087,85
skycell.1342.088,86
skycell.1342.089,87
skycell.1342.090,88
skycell.1342.091,89
skycell.1342.092,90
skycell.1342.093,91
skycell.1342.094,92
skycell.1342.095,93
skycell.1342.096,94
skycell.1342.097,95
skycell.1342.098,96
skycell.1342.099,97
skycell.1343.089,98
skycell.1343.097,99
skycell.1343.098,100
skycell.1343.099,101
skycell.1429.030,102
skycell.1429.040,103
skycell.1429.041,104
skycell.1429.050,105
skycell.1429.051,106
skycell.1429.052,107
skycell.1429.060,108
skycell.1429.061,109
skycell.1429.062,110
skycell.1429.070,111
skycell.1429.071,112
skycell.1429.072,113
skycell.1429.073,114
skycell.1429.080,115
skycell.1429.081,116
skycell.1429.082,117
skycell.1429.083,118
skycell.1429.090,119
skycell.1429.091,120
skycell.1429.092,121
skycell.1429.093,122
skycell.1429.094,123
skycell.1430.000,124
skycell.1430.001,125
skycell.1430.002,126
skycell.1430.003,127
skycell.1430.004,128
skycell.1430.005,129
skycell.1430.006,130
skycell.1430.007,131
skycell.1430.010,132
skycell.1430.011,133
skycell.1430.012,134
skycell.1430.013,135
skycell.1430.014,136
skycell.1430.015,137
skycell.1430.016,138
skycell.1430.017,139
skycell.1430.018,140
skycell.1430.020,141
skycell.1430.021,142
skycell.1430.022,143
skycell.1430.023,144
skycell.1430.024,145
skycell.1430.025,146
skycell.1430.026,147
skycell.1430.027,148
skycell.1430.028,149
skycell.1430.029,150
skycell.1430.030,151
skycell.1430.031,152
skycell.1430.032,153
skycell.1430.033,154
skycell.1430.034,155
skycell.1430.035,156
skycell.1430.036,157
skycell.1430.037,158
skycell.1430.038,159
skycell.1430.039,160
skycell.1430.040,161
skycell.1430.041,162
skycell.1430.042,163
skycell.1430.043,164
skycell.1430.044,165
skycell.1430.045,166
skycell.1430.046,167
skycell.1430.047,168
skycell.1430.048,169
skycell.1430.049,170
skycell.1430.050,171
skycell.1430.051,172
skycell.1430.052,173
skycell.1430.053,174
skycell.1430.054,175
skycell.1430.055,176
skycell.1430.056,177
skycell.1430.057,178
skycell.1430.058,179
skycell.1430.059,180
skycell.1430.060,181
skycell.1430.061,182
skycell.1430.062,183
skycell.1430.063,184
skycell.1430.064,185
skycell.1430.065,186
skycell.1430.066,187
skycell.1430.067,188
skycell.1430.068,189
skycell.1430.069,190
skycell.1430.070,191
skycell.1430.071,192
skycell.1430.072,193
skycell.1430.073,194
skycell.1430.074,195
skycell.1430.075,196
skycell.1430.076,197
skycell.1430.077,198
skycell.1430.078,199
skycell.1430.079,200
skycell.1430.080,201
skycell.1430.081,202
skycell.1430.082,203
skycell.1430.083,204
skycell.1430.084,205
skycell.1430.085,206
skycell.1430.086,207
skycell.1430.087,208
skycell.1430.088,209
skycell.1430.089,210
skycell.1430.090,211
skycell.1430.091,212
skycell.1430.092,213
skycell.1430.093,214
skycell.1430.094,215
skycell.1430.095,216
skycell.1430.096,217
skycell.1430.097,218
skycell.1430.098,219
skycell.1430.099,220
skycell.1431.000,221
skycell.1431.001,222
skycell.1431.002,223
skycell.1431.003,224
skycell.1431.004,225
skycell.1431.005,226
skycell.1431.006,227
skycell.1431.007,228
skycell.1431.008,229
skycell.1431.009,230
skycell.1431.010,231
skycell.1431.011,232
skycell.1431.012,233
skycell.1431.013,234
skycell.1431.014,235
skycell.1431.015,236
skycell.1431.016,237
skycell.1431.017,238
skycell.1431.018,239
skycell.1431.019,240
skycell.1431.020,241
skycell.1431.021,242
skycell.1431.022,243
skycell.1431.023,244
skycell.1431.024,245
skycell.1431.025,246
skycell.1431.026,247
skycell.1431.027,248
skycell.1431.028,249
skycell.1431.029,250
skycell.1431.030,251
skycell.1431.031,252
skycell.1431.032,253
skycell.1431.033,254
skycell.1431.034,255
skycell.1431.035,256
skycell.1431.036,257
skycell.1431.037,258
skycell.1431.038,259
