Dates Flux Corrflux Xpos Ypos
2229.134676 2349032.842194 1.0656625356276144 7.809493 6.606502
2229.135357 2351162.969969 1.0673706014925712 7.810903 6.61919
2229.136038 2351261.73343 1.0668935588079271 7.807302 6.614258
2229.136719 2350694.852288 1.066661926402329 7.80947 6.611379
2229.137401 2351239.405527 1.0683995084535194 7.817423 6.630372
2229.138763 2350027.335247 1.066418790797739 7.810257 6.611341
2229.139444 2350847.599547 1.0658346995899466 7.803591 6.603253
2229.140125 2355608.379976 1.0681366085055743 7.795767 6.618177
2229.140806 2349571.874383 1.0651902250471121 7.805871 6.598452
2229.141487 2351886.140911 1.0660242251745888 7.800841 6.602317
2229.142168 2353677.387989 1.0679623392388622 7.804265 6.618462
2229.14353 2351701.432567 1.0652617098921047 7.797798 6.594784
2229.144211 2349956.086026 1.06554167425955 7.806956 6.600089
2229.144892 2353913.471988 1.064287937083854 7.787036 6.578146
2229.145574 2350339.819676 1.0643162018759085 7.799759 6.585924
2229.146255 2353803.288275 1.0655149373737767 7.791685 6.592146
2229.146936 2353453.972272 1.0653057664168069 7.79249 6.590014
2229.147617 2353099.239963 1.063770038221893 7.788426 6.573555
2229.148298 2353353.35911 1.0652355718801336 7.792084 6.590227
2229.148979 2351981.636432 1.0632210719937787 7.790145 6.570165
2229.14966 2354598.21281 1.065381821145968 7.790341 6.585895
2229.150341 2351033.779774 1.061177592264887 7.786222 6.551097
2229.151022 2352454.033558 1.0634301565962723 7.789166 6.571623
2229.151703 2354338.086371 1.0641495851711547 7.787337 6.572362
2229.152384 2354158.733043 1.0624753869926127 7.782699 6.5549
2229.153065 2352047.814517 1.064196551479944 7.794777 6.578439
2229.155109 2355188.032025 1.0627795482643074 7.781896 6.553745
2229.15579 2351538.72116 1.061462379729689 7.786491 6.551539
2229.156471 2352704.693303 1.0607932729448457 7.781725 6.541208
2229.157152 2355223.644387 1.0629364796384975 7.781892 6.555867
2229.157833 2354858.135855 1.0626352652082203 7.781883 6.553834
2229.158514 2351923.969403 1.0602090830542426 7.782089 6.537263
2229.159195 2354457.182211 1.06233564086327 7.78218 6.551594
2229.159876 2352178.667923 1.0590904240414025 7.779302 6.524066
2229.160557 2354593.990185 1.0616214516509341 7.780232 6.543196
2229.161238 2356255.777204 1.0601889269093372 7.773416 6.523074
2229.16192 2353472.38278 1.060802978934562 7.780745 6.537858
2229.162601 2352586.374008 1.0594784865404234 7.779163 6.52715
2229.163282 2355390.076608 1.0597090597935503 7.773758 6.521304
2229.163963 2353357.629471 1.0587589741171446 7.776251 6.516921
2229.164644 2355610.277183 1.0608242715339893 7.776433 6.531191
2229.165325 2354253.152233 1.0584541316177014 7.773244 6.512042
2229.166006 2354063.895764 1.0584300445775796 7.773747 6.512075
2229.166687 2355506.905095 1.0580374417324379 7.769824 6.504394
2229.167368 2353141.882773 1.0573691301211008 7.773446 6.503925
2229.168049 2358375.294386 1.0603040698876234 7.769924 6.517185
2229.16873 2355527.272327 1.0594633861861433 7.774143 6.51652
2229.169412 2354724.266776 1.056694072146455 7.769274 6.492397
2229.170093 2357126.428119 1.0573425646721253 7.765746 6.492433
2229.170774 2358065.471809 1.0584970449618865 7.767022 6.499816
2229.171455 2355561.928864 1.0577445466262845 7.770028 6.499929
2229.172817 2357897.420577 1.0574250114749335 7.764785 6.490601
2229.173498 2358967.238686 1.0573518004750977 7.763004 6.486446
2229.174179 2361920.242236 1.0559463207930329 7.755238 6.465422
2229.17486 2361589.289829 1.0592107766705594 7.76209 6.496454
2229.175541 2361371.522049 1.0575351297520341 7.759369 6.481074
2229.176222 2359145.534299 1.0558466476584638 7.759971 6.471705
2229.176903 2359261.74416 1.055442441897626 7.759444 6.467026
2229.177584 2363419.449618 1.0596726923494537 7.760292 6.494748
2229.178266 2356158.150499 1.0526400571754355 7.759587 6.449998
2229.178947 2357029.767463 1.0524647349568494 7.757122 6.447249
2229.180309 2357361.009299 1.051027262893323 7.753879 6.434093
2229.18099 2361210.277419 1.0545742453001672 7.754077 6.454833
