Name,Value
skycell.2196.090,0
skycell.2196.091,1
skycell.2196.092,2
skycell.2197.070,3
skycell.2197.071,4
skycell.2197.072,5
skycell.2197.073,6
skycell.2197.074,7
skycell.2197.075,8
skycell.2197.080,9
skycell.2197.081,10
skycell.2197.082,11
skycell.2197.083,12
skycell.2197.084,13
skycell.2197.085,14
skycell.2197.086,15
skycell.2197.087,16
skycell.2197.088,17
skycell.2197.089,18
skycell.2197.090,19
skycell.2197.091,20
skycell.2197.092,21
skycell.2197.093,22
skycell.2197.094,23
skycell.2197.095,24
skycell.2197.096,25
skycell.2197.097,26
skycell.2197.098,27
skycell.2197.099,28
skycell.2198.076,29
skycell.2198.077,30
skycell.2198.078,31
skycell.2198.079,32
skycell.2198.082,33
skycell.2198.083,34
skycell.2198.084,35
skycell.2198.085,36
skycell.2198.086,37
skycell.2198.087,38
skycell.2198.088,39
skycell.2198.089,40
skycell.2198.090,41
skycell.2198.091,42
skycell.2198.092,43
skycell.2198.093,44
skycell.2198.094,45
skycell.2198.095,46
skycell.2198.096,47
skycell.2198.097,48
skycell.2198.098,49
skycell.2198.099,50
skycell.2199.099,51
skycell.2261.020,52
skycell.2261.030,53
skycell.2261.031,54
skycell.2261.040,55
skycell.2261.041,56
skycell.2261.042,57
skycell.2261.050,58
skycell.2261.051,59
skycell.2261.052,60
skycell.2261.053,61
skycell.2261.060,62
skycell.2261.061,63
skycell.2261.062,64
skycell.2261.063,65
skycell.2261.064,66
skycell.2261.070,67
skycell.2261.071,68
skycell.2261.072,69
skycell.2261.073,70
skycell.2261.074,71
skycell.2261.075,72
skycell.2261.080,73
skycell.2261.081,74
skycell.2261.082,75
skycell.2261.083,76
skycell.2261.084,77
skycell.2261.085,78
skycell.2261.086,79
skycell.2261.090,80
skycell.2261.091,81
skycell.2261.092,82
skycell.2261.093,83
skycell.2261.094,84
skycell.2261.095,85
skycell.2261.096,86
skycell.2262.000,87
skycell.2262.001,88
skycell.2262.002,89
skycell.2262.003,90
skycell.2262.004,91
skycell.2262.005,92
skycell.2262.006,93
skycell.2262.007,94
skycell.2262.010,95
skycell.2262.011,96
skycell.2262.012,97
skycell.2262.013,98
skycell.2262.014,99
skycell.2262.015,100
skycell.2262.016,101
skycell.2262.017,102
skycell.2262.018,103
skycell.2262.020,104
skycell.2262.021,105
skycell.2262.022,106
skycell.2262.023,107
skycell.2262.024,108
skycell.2262.025,109
skycell.2262.026,110
skycell.2262.027,111
skycell.2262.028,112
skycell.2262.029,113
skycell.2262.030,114
skycell.2262.031,115
skycell.2262.032,116
skycell.2262.033,117
skycell.2262.034,118
skycell.2262.035,119
skycell.2262.036,120
skycell.2262.037,121
skycell.2262.038,122
skycell.2262.039,123
skycell.2262.040,124
skycell.2262.041,125
skycell.2262.042,126
skycell.2262.043,127
skycell.2262.044,128
skycell.2262.045,129
skycell.2262.046,130
skycell.2262.047,131
skycell.2262.048,132
skycell.2262.049,133
skycell.2262.050,134
skycell.2262.051,135
skycell.2262.052,136
skycell.2262.053,137
skycell.2262.054,138
skycell.2262.055,139
skycell.2262.056,140
skycell.2262.057,141
skycell.2262.058,142
skycell.2262.059,143
skycell.2262.060,144
skycell.2262.061,145
skycell.2262.062,146
skycell.2262.063,147
skycell.2262.064,148
skycell.2262.065,149
skycell.2262.066,150
skycell.2262.067,151
skycell.2262.068,152
skycell.2262.069,153
skycell.2262.070,154
skycell.2262.071,155
skycell.2262.072,156
skycell.2262.073,157
skycell.2262.074,158
skycell.2262.075,159
skycell.2262.076,160
skycell.2262.077,161
skycell.2262.078,162
skycell.2262.079,163
skycell.2262.080,164
skycell.2262.081,165
skycell.2262.082,166
skycell.2262.083,167
skycell.2262.084,168
skycell.2262.085,169
skycell.2262.086,170
skycell.2262.087,171
skycell.2262.088,172
skycell.2262.089,173
skycell.2262.090,174
skycell.2262.091,175
skycell.2262.092,176
skycell.2262.093,177
skycell.2262.094,178
skycell.2262.095,179
skycell.2262.096,180
skycell.2262.097,181
skycell.2262.098,182
skycell.2262.099,183
skycell.2263.000,184
skycell.2263.001,185
skycell.2263.002,186
skycell.2263.003,187
skycell.2263.004,188
skycell.2263.005,189
skycell.2263.006,190
skycell.2263.007,191
skycell.2263.008,192
skycell.2263.009,193
skycell.2263.010,194
skycell.2263.011,195
skycell.2263.012,196
skycell.2263.013,197
skycell.2263.014,198
skycell.2263.015,199
skycell.2263.016,200
skycell.2263.017,201
skycell.2263.018,202
skycell.2263.019,203
skycell.2263.020,204
skycell.2263.021,205
skycell.2263.022,206
skycell.2263.023,207
skycell.2263.024,208
skycell.2263.025,209
skycell.2263.026,210
skycell.2263.027,211
skycell.2263.028,212
skycell.2263.029,213
skycell.2263.030,214
skycell.2263.031,215
skycell.2263.032,216
skycell.2263.033,217
skycell.2263.034,218
skycell.2263.035,219
skycell.2263.036,220
skycell.2263.037,221
skycell.2263.038,222
skycell.2263.039,223
skycell.2263.040,224
skycell.2263.041,225
skycell.2263.042,226
skycell.2263.043,227
skycell.2263.044,228
skycell.2263.045,229
skycell.2263.046,230
skycell.2263.047,231
skycell.2263.048,232
skycell.2263.049,233
skycell.2263.050,234
skycell.2263.051,235
skycell.2263.052,236
skycell.2263.053,237
skycell.2263.054,238
skycell.2263.055,239
skycell.2263.056,240
skycell.2263.057,241
skycell.2263.058,242
skycell.2263.059,243
skycell.2263.060,244
skycell.2263.061,245
skycell.2263.062,246
skycell.2263.063,247
skycell.2263.064,248
skycell.2263.065,249
skycell.2263.066,250
skycell.2263.067,251
skycell.2263.068,252
skycell.2263.069,253
skycell.2263.070,254
skycell.2263.071,255
skycell.2263.072,256
skycell.2263.073,257
skycell.2263.074,258
skycell.2263.075,259
skycell.2263.076,260
skycell.2263.077,261
skycell.2263.078,262
skycell.2263.079,263
skycell.2263.080,264
skycell.2263.081,265
skycell.2263.082,266
skycell.2263.083,267
skycell.2263.084,268
skycell.2263.085,269
skycell.2263.086,270
skycell.2263.087,271
skycell.2263.088,272
skycell.2263.089,273
skycell.2263.090,274
skycell.2263.091,275
skycell.2263.092,276
skycell.2263.093,277
skycell.2263.094,278
skycell.2263.095,279
skycell.2263.096,280
skycell.2263.097,281
skycell.2263.098,282
skycell.2263.099,283
skycell.2264.002,284
skycell.2264.003,285
skycell.2264.004,286
skycell.2264.005,287
skycell.2264.006,288
skycell.2264.007,289
skycell.2264.008,290
skycell.2264.009,291
skycell.2264.011,292
skycell.2264.012,293
skycell.2264.013,294
skycell.2264.014,295
skycell.2264.015,296
skycell.2264.016,297
skycell.2264.017,298
skycell.2264.018,299
skycell.2264.019,300
skycell.2264.020,301
skycell.2264.021,302
skycell.2264.022,303
skycell.2264.023,304
skycell.2264.024,305
skycell.2264.025,306
skycell.2264.026,307
skycell.2264.027,308
skycell.2264.028,309
skycell.2264.029,310
skycell.2264.030,311
skycell.2264.031,312
skycell.2264.032,313
skycell.2264.033,314
skycell.2264.034,315
skycell.2264.035,316
skycell.2264.036,317
skycell.2264.037,318
skycell.2264.038,319
skycell.2264.039,320
skycell.2264.040,321
skycell.2264.041,322
skycell.2264.042,323
skycell.2264.043,324
skycell.2264.044,325
skycell.2264.045,326
skycell.2264.046,327
skycell.2264.047,328
skycell.2264.048,329
skycell.2264.049,330
skycell.2264.050,331
skycell.2264.051,332
skycell.2264.052,333
skycell.2264.053,334
skycell.2264.054,335
skycell.2264.055,336
skycell.2264.056,337
skycell.2264.057,338
skycell.2264.058,339
skycell.2264.059,340
skycell.2264.060,341
skycell.2264.061,342
skycell.2264.062,343
skycell.2264.063,344
skycell.2264.064,345
skycell.2264.065,346
skycell.2264.066,347
skycell.2264.067,348
skycell.2264.068,349
skycell.2264.069,350
skycell.2264.070,351
skycell.2264.071,352
skycell.2264.072,353
skycell.2264.073,354
skycell.2264.074,355
skycell.2264.075,356
skycell.2264.076,357
skycell.2264.077,358
skycell.2264.078,359
skycell.2264.079,360
